book_id,title,authors,language_code,primary_genre,average_rating,ratings_count,item_idx
4175,The Puppet Masters,Robert A. Heinlein,eng,ENG,3.86,24641,4174
4176,All the Missing Girls,Megan Miranda,eng,ENG,3.79,36522,4175
4177,Just Go to Bed,Mercer Mayer,en-US,EN-US,4.22,24452,4176
4178,Today Will Be Different,Maria Semple,unknown,UNKNOWN,3.19,26774,4177
4179,"xxxHolic, Vol. 1 (xxxHOLiC, #1)","CLAMP, William Flanagan",en-US,EN-US,4.17,23323,4178
4180,"Miss Nelson Is Back (Miss Nelson, #2)","Harry Allard, James  Marshall",en-US,EN-US,4.33,26289,4179
4181,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,en-GB,EN-GB,3.91,24627,4180
4182,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad Williams,eng,ENG,4.16,25997,4181
4183,The Canterville Ghost,"Oscar Wilde, Inga Moore",eng,ENG,3.89,22152,4182
4184,Seconds,"Bryan Lee O'Malley, Nathan Fairbairn",eng,ENG,4.07,20595,4183
4185,"Fallen Crest High (Fallen Crest High, #1)",Tijan,en-GB,EN-GB,4.13,37150,4184
4186,Anatomy for the Artist,Jenő Barcsay,unknown,UNKNOWN,3.97,21640,4185
4187,Suffer the Children,John Saul,en-US,EN-US,3.9,24533,4186
4188,"Catherine, Called Birdy",Karen Cushman,eng,ENG,3.7,31185,4187
4189,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,en-US,EN-US,4.0,20019,4188
4190,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",Terry Brooks,eng,ENG,3.86,26995,4189
4191,The Power of Your Subconscious Mind,"Joseph Murphy, Ian McMahan",en-US,EN-US,4.12,16951,4190
4192,"Blood And Gold (The Vampire Chronicles, #8)",Anne Rice,en-US,EN-US,3.88,25780,4191
4193,"The Crown of Embers (Fire and Thorns, #2)",Rae Carson,eng,ENG,4.2,32885,4192
4194,"Page (Protector of the Small, #2)",Tamora Pierce,eng,ENG,4.22,33405,4193
4195,"The Guard (The Selection, #2.5)",Kiera Cass,eng,ENG,3.75,32401,4194
4196,Johnny Tremain,"Esther Forbes, Lynd Ward",en-US,EN-US,3.62,30157,4195
4197,The Motorcycle Diaries: Notes on a Latin American Journey,"Ernesto Che Guevara, Aleida Guevara March",eng,ENG,3.79,18964,4196
4198,"Fight with Me (With Me in Seattle, #2)",Kristen Proby,eng,ENG,4.25,39673,4197
4199,"Black: The Birth of Evil (The Circle, #1)",Ted Dekker,eng,ENG,4.21,23496,4198
4200,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K. Jemisin,eng,ENG,3.8,28989,4199
4201,Officer Buckle & Gloria,Peggy Rathmann,eng,ENG,4.16,24578,4200
4202,The Savage Detectives,"Roberto Bolaño, Natasha Wimmer",en-US,EN-US,4.09,17946,4201
4203,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,eng,ENG,4.05,30537,4202
4204,"Spells (Wings, #2)",Aprilynne Pike,en-US,EN-US,3.99,34331,4203
4205,Chess Story,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",eng,ENG,4.28,16716,4204
4206,The Lion King: A little Golden Book,"Justine Korman Fontes, Don Williams, Walt Disney Company",unknown,UNKNOWN,4.46,23098,4205
4207,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",Gordon Korman,eng,ENG,4.07,24489,4206
4208,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",Jeanne Birdsall,eng,ENG,4.12,32251,4207
4209,"The Lion (John Corey, #5)",Nelson DeMille,en-US,EN-US,4.22,21564,4208
4210,"Kiss of the Highlander (Highlander, #4)",Karen Marie Moning,eng,ENG,4.31,32793,4209
4211,Elizabeth the Queen: The Life of a Modern Monarch,Sally Bedell Smith,eng,ENG,3.85,20063,4210
4212,The Son,"Jo Nesbø, Charlotte Barslund",eng,ENG,4.07,19393,4211
4213,"Chew, Vol. 1: Taster's Choice","John Layman, Rob Guillory",eng,ENG,4.0,27570,4212
4214,A Single Shard,Linda Sue Park,eng,ENG,3.87,27345,4213
4215,"Time of the Twins (Dragonlance: Legends, #1)","Margaret Weis, Tracy Hickman",eng,ENG,4.13,24671,4214
4216,Sacré Bleu: A Comedy d'Art,Christopher Moore,en-CA,EN-CA,3.77,22559,4215
4217,Roadside Picnic,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",eng,ENG,4.21,17689,4216
4218,"Queen of Babble Gets Hitched (Queen of Babble, #3)",Meg Cabot,en-US,EN-US,3.82,28734,4217
4219,Cranford,Elizabeth Gaskell,eng,ENG,3.85,25805,4218
4220,Underworld,Don DeLillo,eng,ENG,3.92,19152,4219
4221,Big Sur,"Jack Kerouac, Aram Saroyan",eng,ENG,3.86,21875,4220
4222,"My Man Jeeves (Jeeves, #1)",P.G. Wodehouse,eng,ENG,4.13,23020,4221
4223,"Radiant Shadows (Wicked Lovely, #4)",Melissa Marr,en-US,EN-US,3.97,33385,4222
4224,"Motorcycle Man (Dream Man, #4)",Kristen Ashley,eng,ENG,4.43,41818,4223
4225,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,eng,ENG,3.97,20075,4224
4226,"Into the Still Blue (Under the Never Sky, #3)",Veronica Rossi,eng,ENG,4.17,33983,4225
4227,The Last Summer (of You and Me),Ann Brashares,en-US,EN-US,3.58,26094,4226
4228,"Preacher, Volume 2: Until the End of the World","Garth Ennis, Steve Dillon",eng,ENG,4.28,24086,4227
4229,The Lord of the Rings: Weapons and Warfare,"Chris   Smith, Christopher Lee, Richard Taylor",eng,ENG,4.53,18788,4228
4230,"The Lost City of Faar (Pendragon, #2)",D.J. MacHale,eng,ENG,4.16,25401,4229
4231,"A Great Deliverance (Inspector Lynley, #1)",Elizabeth  George,en-US,EN-US,4.06,28027,4230
4232,The Club Dumas,"Arturo Pérez-Reverte, Sonia Soto",eng,ENG,3.82,24090,4231
4233,"Enna Burning (The Books of Bayern, #2)",Shannon Hale,eng,ENG,3.97,31710,4232
4234,"Twilight (The Mediator, #6)",Meg Cabot,eng,ENG,4.26,32489,4233
4235,1919,أحمد مراد,ara,ARA,3.65,17330,4234
4236,"Dear Mr. Henshaw (Leigh Botts, #1)","Beverly Cleary, Paul O. Zelinsky",eng,ENG,3.7,28979,4235
4237,The Magician's Assistant,Ann Patchett,eng,ENG,3.64,21507,4236
4238,Generation X: Tales for an Accelerated Culture,Douglas Coupland,eng,ENG,3.73,20030,4237
4239,The Sympathizer,Viet Thanh Nguyen,eng,ENG,4.0,20972,4238
4240,"Evil Under the Sun (Hercule Poirot, #23)",Agatha Christie,eng,ENG,3.94,28776,4239
4241,"Reaper's Property (Reapers MC, #1)",Joanna Wylde,eng,ENG,4.13,38499,4240
4242,"My Friend Flicka (Flicka, #1)","Mary O'Hara, Dave Blossom",en-US,EN-US,4.15,25180,4241
4243,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)","Philippa Gregory, Mirjana Valent",eng,ENG,3.95,24258,4242
4244,Hedda Gabler,"Henrik Ibsen, William Archer",eng,ENG,3.79,24567,4243
4245,Dumbo: A Little Golden Book,Walt Disney Company,unknown,UNKNOWN,4.29,23338,4244
4246,"The Invasion of the Tearling (The Queen of the Tearling, #2)",Erika Johansen,eng,ENG,4.15,24341,4245
4247,"Phantom (Harry Hole, #9)","Jo Nesbø, Don Bartlett",unknown,UNKNOWN,4.11,19526,4246
4248,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),"P.C. Cast, Kristin Cast",eng,ENG,4.43,20578,4247
4249,A Place Called Here,Cecelia Ahern,eng,ENG,3.66,22074,4248
4250,The Painted Veil,W. Somerset Maugham,eng,ENG,3.9,24113,4249
4251,"Blackwood Farm (The Vampire Chronicles, #9)",Anne Rice,eng,ENG,3.85,24567,4250
4252,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,en-US,EN-US,4.12,20720,4251
4253,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",Alexander McCall Smith,eng,ENG,3.99,26837,4252
4254,A Hundred Summers,Beatriz Williams,eng,ENG,3.9,22006,4253
4255,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,eng,ENG,4.34,30535,4254
4256,The Wednesday Wars,Gary D. Schmidt,eng,ENG,4.06,26847,4255
4257,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",R.A. Salvatore,eng,ENG,4.18,20882,4256
4258,Skippyjon Jones,Judy Schachner,eng,ENG,4.25,26421,4257
4259,Chasing Fire,Nora Roberts,eng,ENG,4.09,26687,4258
4260,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,en-US,EN-US,3.84,18288,4259
4261,"Moo, Baa, La La La!",Sandra Boynton,eng,ENG,4.19,26065,4260
4262,The Science of Getting Rich,Wallace D. Wattles,eng,ENG,4.18,19433,4261
4263,"The Last Oracle (Sigma Force, #5)",James Rollins,eng,ENG,4.15,23103,4262
4264,ذاكرة الجسد,"أحلام مستغانمي, Ahlam Mosteghanemi",ara,ARA,3.87,17717,4263
4265,Vinegar Hill,A. Manette Ansay,en-US,EN-US,3.36,23966,4264
4266,"Startide Rising (The Uplift Saga, #2)",David Brin,en-US,EN-US,4.04,24179,4265
4267,"Significance (Significance, #1)",Shelly Crane,eng,ENG,4.13,18579,4266
4268,Pompeii,Robert   Harris,eng,ENG,3.79,22734,4267
4269,"The Guilty (Will Robie, #4)",David Baldacci,eng,ENG,4.12,12597,4268
4270,A History of Western Philosophy,Bertrand Russell,en-US,EN-US,4.05,20895,4269
4271,The Complete Stories and Poems,Lewis Carroll,unknown,UNKNOWN,4.34,23390,4270
4272,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,unknown,UNKNOWN,4.0,22647,4271
4273,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,"Thomas Malory, Keith Baines, Robert Graves",eng,ENG,3.92,25879,4272
4274,A Piece of Cake,Cupcake Brown,eng,ENG,4.15,20083,4273
4275,Taran Wanderer (The Chronicles of Prydain #4),Lloyd Alexander,eng,ENG,4.14,29544,4274
4276,"Brimstone (Pendergast, #5; Diogenes, #1)","Douglas Preston, Lincoln Child",en-GB,EN-GB,4.12,24949,4275
4277,Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,unknown,UNKNOWN,3.85,27831,4276
4278,"Devil in Winter (Wallflowers, #3)",Lisa Kleypas,en-US,EN-US,4.26,38100,4277
4279,"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer,en-US,EN-US,3.84,28910,4278
4280,"White: The Great Pursuit (The Circle, #3)",Ted Dekker,unknown,UNKNOWN,4.3,23201,4279
4281,The Darkest Passion (Lords of the Underworld #5),Gena Showalter,eng,ENG,4.37,32610,4280
4282,Pygmy,Chuck Palahniuk,eng,ENG,2.96,21242,4281
4283,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",Lauren Weisberger,en-US,EN-US,2.84,19210,4282
4284,Selected Stories,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",eng,ENG,4.36,23027,4283
4285,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S.C. Gwynne,unknown,UNKNOWN,4.13,19423,4284
4286,Smiley's People,John le Carré,unknown,UNKNOWN,4.24,22691,4285
4287,"Redemption (Redemption, #1)","Karen Kingsbury, Gary Smalley",eng,ENG,4.36,22101,4286
4288,A Northern Light,Jennifer Donnelly,en-US,EN-US,3.83,29018,4287
4289,"Apollyon (Left Behind, #5)","Tim LaHaye, Jerry B. Jenkins",en-US,EN-US,3.97,23202,4288
4290,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy L. Sayers,eng,ENG,3.91,28214,4289
4291,Alice's Adventures in Wonderland: A Pop-Up Adaptation,"Robert Sabuda, Lewis Carroll",en-US,EN-US,4.33,21160,4290
4292,Michelangelo and the Pope's Ceiling,Ross King,eng,ENG,3.82,20718,4291
4293,"Stolen (Women of the Otherworld, #2)",Kelley Armstrong,eng,ENG,4.16,34373,4292
4294,"Hour Game (Sean King & Michelle Maxwell, #2)",David Baldacci,en-US,EN-US,3.94,23124,4293
4295,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise Penny,en-GB,EN-GB,4.15,23121,4294
4296,"Ballet Shoes (Shoes, #1)","Noel Streatfeild, Diane Goode",en-US,EN-US,4.06,26211,4295
4297,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",Harry Gregson-Williams,unknown,UNKNOWN,4.32,17866,4296
4298,We the Living,"Ayn Rand, Leonard Peikoff",eng,ENG,3.89,20994,4297
4299,"The Winner's Crime (The Winner's Trilogy, #2)",Marie Rutkoski,eng,ENG,4.17,31721,4298
4300,The Ladies' Room,Carolyn Brown,eng,ENG,3.9,25204,4299
4301,100 Selected Poems,E.E. Cummings,en-US,EN-US,4.32,22346,4300
4302,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",Jen Lancaster,eng,ENG,4.06,24631,4301
4303,"Forest of Secrets (Warriors, #3)",Erin Hunter,eng,ENG,4.4,28913,4302
4304,The Little Stranger,Sarah Waters,en-US,EN-US,3.51,21077,4303
4305,"Night Broken (Mercy Thompson, #8)",Patricia Briggs,eng,ENG,4.42,31278,4304
4306,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,eng,ENG,3.98,34993,4305
4307,We Are Not Ourselves,Matthew  Thomas,eng,ENG,3.7,18488,4306
4308,"Red Lily (In the Garden, #3)",Nora Roberts,en-US,EN-US,4.07,29200,4307
4309,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary Pipher,unknown,UNKNOWN,3.86,22687,4308
4310,"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,en-US,EN-US,4.32,20296,4309
4311,"Just Ella (The Palace Chronicles, #1)",Margaret Peterson Haddix,eng,ENG,3.75,27884,4310
4312,"Eyes Wide Open (The Blackstone Affair, #3)",Raine Miller,eng,ENG,4.14,36054,4311
4313,China Dolls,Lisa See,eng,ENG,3.58,20563,4312
4314,Megan Meade's Guide to the McGowan Boys,Kate Brian,en-US,EN-US,3.93,29726,4313
4315,Bread and Jam for Frances,"Russell Hoban, Lillian Hoban",eng,ENG,4.2,27933,4314
4316,Half Asleep in Frog Pajamas,Tom Robbins,unknown,UNKNOWN,3.73,17053,4315
4317,Mirror Mirror,Gregory Maguire,eng,ENG,3.27,26307,4316
4318,More Than This,Patrick Ness,eng,ENG,4.03,21512,4317
4319,Child of God,Cormac McCarthy,unknown,UNKNOWN,3.86,20313,4318
4320,"As Sure as the Dawn (Mark of the Lion, #3)",Francine Rivers,eng,ENG,4.39,23509,4319
4321,Lexicon,Max Barry,eng,ENG,3.9,20524,4320
4322,One Fifth Avenue,"Candace Bushnell, Donna Murphy",unknown,UNKNOWN,3.33,20962,4321
4323,El Deafo,"Cece Bell, David Lasky",eng,ENG,4.13,27630,4322
4324,"Down London Road (On Dublin Street, #2)",Samantha Young,eng,ENG,4.24,38186,4323
4325,"The Walking Dead, Vol. 03: Safety Behind Bars","Robert Kirkman, Charlie Adlard",eng,ENG,4.31,23167,4324
4326,"Flow My Tears, the Policeman Said",Philip K. Dick,eng,ENG,3.93,22063,4325
4327,The Last Sin Eater,Francine Rivers,unknown,UNKNOWN,4.06,20985,4326
4328,A Knight in Shining Armor,Jude Deveraux,eng,ENG,4.23,26636,4327
4329,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,eng,ENG,4.1,25526,4328
4330,The Trial and Death of Socrates,"Plato, G.M.A. Grube, John M. Cooper",en-US,EN-US,4.06,21829,4329
4331,Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,unknown,UNKNOWN,4.09,18496,4330
4332,History of the Peloponnesian War,"Thucydides, Rex Warner, Moses I. Finley",en-US,EN-US,3.87,21500,4331
4333,The Red Badge of Courage and Selected Short Fiction  ,"Stephen Crane, George Stade, Richard Fusco",en-US,EN-US,3.64,25090,4332
4334,"Sandman Slim (Sandman Slim, #1)",Richard Kadrey,en-US,EN-US,3.93,22779,4333
4335,The Last Child,John Hart,en-US,EN-US,4.09,22293,4334
4336,Labyrinths:  Selected Stories and Other Writings,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",eng,ENG,4.46,20237,4335
4337,Fortune's Rocks,Anita Shreve,unknown,UNKNOWN,3.86,22908,4336
4338,The Price of Salt,Patricia Highsmith,eng,ENG,3.93,16348,4337
4339,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,en-US,EN-US,4.34,28303,4338
4340,"Friday Night Bites (Chicagoland Vampires, #2)",Chloe Neill,en-US,EN-US,4.15,36503,4339
4341,The Undercover Economist,Tim Harford,unknown,UNKNOWN,3.79,17310,4340
4342,The Oath,Frank E. Peretti,eng,ENG,4.06,21092,4341
4343,"Rumors (Luxe, #2)",Anna Godbersen,en-US,EN-US,3.85,31018,4342
4344,The Day the Crayons Quit,"Drew Daywalt, Oliver Jeffers",eng,ENG,4.41,29759,4343
4345,"Princess in Waiting (The Princess Diaries, #4)",Meg Cabot,eng,ENG,3.66,33327,4344
4346,Kisses from Katie: A Story of Relentless Love and Redemption,"Katie J. Davis, Beth Clark",en-US,EN-US,4.4,20500,4345
4347,The Heretic's Daughter,Kathleen Kent,unknown,UNKNOWN,3.77,23815,4346
4348,The Magic Mountain,"Thomas Mann, John E. Woods",eng,ENG,4.14,21078,4347
4349,Chasing the Dime,Michael Connelly,eng,ENG,3.96,23771,4348
4350,"A Thousand Pieces of You (Firebird, #1)",Claudia Gray,eng,ENG,3.94,28422,4349
4351,Pictures of Hollis Woods,Patricia Reilly Giff,eng,ENG,4.0,23708,4350
4352,"The Reality Dysfunction (Night's Dawn, #1)",Peter F. Hamilton,eng,ENG,4.14,22492,4351
4353,The Sands of Time,Sidney Sheldon,eng,ENG,3.73,18499,4352
4354,NW,Zadie Smith,eng,ENG,3.41,20062,4353
4355,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",Heather Brewer,en-US,EN-US,3.92,28119,4354
4356,The Paradox of Choice: Why More Is Less,Barry Schwartz,eng,ENG,3.84,20990,4355
4357,Blood and Chocolate,Annette Curtis Klause,en-US,EN-US,3.77,33500,4356
4358,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",Michael Connelly,eng,ENG,3.97,22102,4357
4359,"Women in Love (Brangwen Family, #2)",D.H. Lawrence,eng,ENG,3.66,22372,4358
4360,Second Chance,Jane Green,en-US,EN-US,3.53,22795,4359
4361,The Postman,David Brin,en-US,EN-US,3.87,24778,4360
4362,Summerland,Elin Hilderbrand,eng,ENG,3.85,22497,4361
4363,The Patron Saint of Liars,Ann Patchett,eng,ENG,3.76,20722,4362
4364,The Success Principles: How to Get from Where You Are to Where You Want to Be,"Jack Canfield, Janet Switzer",en-US,EN-US,4.26,19634,4363
4365,"Knight (Unfinished Hero, #1)",Kristen Ashley,en-GB,EN-GB,3.94,44570,4364
4366,Business Model Generation,"Alexander Osterwalder, Yves Pigneur",eng,ENG,4.16,20389,4365
4367,The Swerve: How the World Became Modern,Stephen Greenblatt,eng,ENG,3.83,13405,4366
4368,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,en-US,EN-US,4.25,22571,4367
4369,Stranger than Fiction,Chuck Palahniuk,eng,ENG,3.56,18091,4368
4370,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,en-US,EN-US,4.2,19319,4369
4371,The Ringworld Engineers (Ringworld #2),Larry Niven,eng,ENG,3.86,22047,4370
4372,"I Hunt Killers (Jasper Dent, #1)",Barry Lyga,en-CA,EN-CA,4.02,25487,4371
4373,"Crashed (Driven, #3)",K. Bromberg,eng,ENG,4.56,32520,4372
4374,Kitchens of the Great Midwest,J. Ryan Stradal,eng,ENG,3.77,21071,4373
4375,Stone Soup,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",en-US,EN-US,4.28,25518,4374
4376,شيكاجو,"Alaa Al Aswany, علاء الأسواني",ara,ARA,3.41,17325,4375
4377,"12th of Never (Women's Murder Club, #12)","James Patterson, Maxine Paetro",en-US,EN-US,3.99,19998,4376
4378,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,eng,ENG,4.16,21192,4377
4379,"Black Order (Sigma Force, #3)",James Rollins,eng,ENG,4.14,22321,4378
4380,"Fractured (Will Trent, #2)",Karin Slaughter,en-US,EN-US,4.18,23256,4379
4381,The Sun Is Also a Star,Nicola Yoon,eng,ENG,4.14,42363,4380
4382,The Murder House,"James Patterson, David Ellis",eng,ENG,4.05,13837,4381
4383,On the Beach,Nevil Shute,eng,ENG,3.92,24401,4382
4384,Funny Girl,Nick Hornby,eng,ENG,3.37,17151,4383
4385,New York,Edward Rutherfurd,eng,ENG,4.1,16106,4384
4386,"A Gathering of Shadows (Shades of Magic, #2)","V.E. Schwab, Victoria Schwab",eng,ENG,4.33,29389,4385
4387,From the Corner of His Eye,Dean Koontz,en-US,EN-US,4.0,23641,4386
4388,"Blind Willow, Sleeping Woman","Haruki Murakami, Philip Gabriel, Jay Rubin",eng,ENG,3.83,19216,4387
4389,Barefoot Contessa Back to Basics,"Ina Garten, Quentin Bacon",eng,ENG,4.23,22228,4388
4390,To Have and to Hold,Jane Green,eng,ENG,3.61,21001,4389
4391,Smashed: Story of a Drunken Girlhood,Koren Zailckas,en-US,EN-US,3.5,20658,4390
4392,Until I Find You,John Irving,eng,ENG,3.61,20784,4391
4393,"The Dark Divine (The Dark Divine, #1)",Bree Despain,eng,ENG,3.81,33209,4392
4394,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,unknown,UNKNOWN,3.89,18583,4393
4395,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,eng,ENG,4.15,21127,4394
4396,"Calling on Dragons (Enchanted Forest Chronicles, #3)","Patricia C. Wrede, Peter de Sève",en-US,EN-US,4.2,33925,4395
4397,"Now, Discover Your Strengths","Marcus Buckingham, Donald O. Clifton",unknown,UNKNOWN,3.95,19767,4396
4398,The Long Tail: Why the Future of Business is Selling Less of More,Chris Anderson,en-US,EN-US,3.83,14932,4397
4399,Mein Kampf,Adolf Hitler,en-US,EN-US,3.13,16285,4398
4400,Swapping Lives,Jane Green,eng,ENG,3.56,22521,4399
4401,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",Louise Penny,en-US,EN-US,4.21,22817,4400
4402,"The Perfect Hope (Inn Boonsboro, #3)",Nora Roberts,eng,ENG,4.14,23185,4401
4403,"Consequences (Consequences, #1)",Aleatha Romig,eng,ENG,3.97,29809,4402
4404,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,eng,ENG,4.01,19240,4403
4405,"The Strange Case of Origami Yoda (Origami Yoda, #1)",Tom Angleberger,eng,ENG,3.9,23322,4404
4406,"Welcome to Temptation (Dempseys, #1)",Jennifer Crusie,eng,ENG,3.94,27123,4405
4407,Inside Out & Back Again,Thanhha Lai,eng,ENG,4.09,22972,4406
4408,"Dreamless (Starcrossed, #2)",Josephine Angelini,eng,ENG,4.2,30424,4407
4409,"Predestined (Existence Trilogy, #2)",Abbi Glines,en-GB,EN-GB,4.09,33711,4408
4410,The Lord of the Rings: The Return of the King: Visual Companion,Jude Fisher,eng,ENG,4.59,17526,4409
4411,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",Guy Kawasaki,en-US,EN-US,3.82,18466,4410
4412,"The Other Wes Moore: One Name, Two Fates","Wes  Moore, Tavis Smiley",en-GB,EN-GB,3.77,19964,4411
4413,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,en-US,EN-US,3.95,27332,4412
4414,"Assholes Finish First (Tucker Max, #2)",Tucker Max,en-US,EN-US,3.64,19838,4413
4415,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],"Naoko Takeuchi, 武内 直子",jpn,JPN,4.28,18035,4414
4416,Kiss an Angel,Susan Elizabeth Phillips,eng,ENG,4.21,32191,4415
4417,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,en-US,EN-US,4.0,22422,4416
4418,The Partly Cloudy Patriot,"Sarah Vowell, Katherine Streeter",eng,ENG,3.9,22819,4417
4419,"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,eng,ENG,4.09,25905,4418
4420,Natchez Burning,Greg Iles,eng,ENG,4.12,18722,4419
4421,Pulp,Charles Bukowski,unknown,UNKNOWN,3.68,18216,4420
4422,"Hannibal Rising (Hannibal Lecter, #4)",Thomas Harris,en-US,EN-US,3.44,22767,4421
4423,"Immortal in Death (In Death, #3)",J.D. Robb,eng,ENG,4.26,29315,4422
4424,"Infinity (Chronicles of Nick, #1)",Sherrilyn Kenyon,en-US,EN-US,4.04,31598,4423
4425,"Blood Noir (Anita Blake, Vampire Hunter #16)",Laurell K. Hamilton,en-US,EN-US,3.85,32159,4424
4426,Inherent Vice,Thomas Pynchon,eng,ENG,3.71,18109,4425
4427,Songs of the Humpback Whale,Jodi Picoult,en-US,EN-US,3.19,24756,4426
4428,"The Night Eternal (The Strain Trilogy, #3)","Guillermo del Toro, Chuck Hogan",en-US,EN-US,3.67,18773,4427
4429,"Bright Lights, Big City",Jay McInerney,eng,ENG,3.74,21227,4428
4430,Whiskey Beach,Nora Roberts,eng,ENG,3.96,19769,4429
4431,The Guy Not Taken: Stories,Jennifer Weiner,en-US,EN-US,3.46,20420,4430
4432,"The Walking Dead, Vol. 08: Made to Suffer",Robert Kirkman,eng,ENG,4.47,22017,4431
4433,Pleasure of a Dark Prince (Immortals After Dark #9),Kresley Cole,eng,ENG,4.41,32358,4432
4434,Danny and the Dinosaur (An I Can Read Book),Syd Hoff,en-US,EN-US,4.0,24985,4433
4435,The Decameron,"Giovanni Boccaccio, G.H. McWilliam",eng,ENG,3.86,22800,4434
4436,"Twisted (Pretty Little Liars, #9)",Sara Shepard,en-US,EN-US,4.05,24251,4435
4437,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",Michael Connelly,eng,ENG,4.21,17428,4436
4438,Dear Life: Stories,Alice Munro,unknown,UNKNOWN,3.75,19278,4437
4439,Five Little Monkeys Jumping on the Bed,Eileen Christelow,unknown,UNKNOWN,4.09,24781,4438
4440,"Kushiel's Avatar (Phèdre's Trilogy, #3)",Jacqueline Carey,eng,ENG,4.37,25782,4439
4441,The Aleph and Other Stories ,"Jorge Luis Borges, Andrew Hurley",eng,ENG,4.39,16590,4440
4442,"Ruin (Ruin, #1)",Rachel Van Dyken,eng,ENG,4.19,35844,4441
4443,"The Long Goodbye (Philip Marlowe, #6)",Raymond Chandler,eng,ENG,4.23,22503,4442
4444,"Farewell, My Lovely (Philip Marlowe, #2)",Raymond Chandler,eng,ENG,4.17,21864,4443
4445,The Castle of Llyr (The Chronicles of Prydain #3),Lloyd Alexander,eng,ENG,4.07,27425,4444
4446,"Fade Out (The Morganville Vampires, #7)",Rachel Caine,en-US,EN-US,4.2,32918,4445
4447,"The Cat Who Could Read Backwards (Cat Who..., #1)",Lilian Jackson Braun,eng,ENG,3.84,23114,4446
